"AZMIGRATEPROJECT_SUBSCRIPTION_ID","AZMIGRATEPROJECT_RESOURCE_GROUP_NAME","AZMIGRATEPROJECT_NAME","Machine","Exception","MIGRATION_STATE_FOR_REPLICATION","MIGRATION_STATE_DESCRIPTION_FOR_REPLICATION","INITIALREPLICATION_PROGRESS_PERCENTAGE","TEST_MIGRATE_STATE","TEST_MIGRATE_STATE_DESCRIPTION","LAST_JOB_SCENARIONAME","LAST_JOB_NAME","LAST_JOB_ID","LAST_JOB_STATE","LAST_JOB_STATE_DESCRIPTION","LAST_JOB_ERROR_CODE","LAST_JOB_ERROR_DESCRIPTION","LAST_JOB_ERROR_POSSIBLECAUSE","LAST_JOB_ERROR_RECOMMENDEDACTION","AdditionalInformation"
"6b72781d-4550-419b-a56e-44055341a88e","srcrg-ecy","ECYPROJ","testvm-cvm2",,"Replicating","Ready to migrate",,"None","None","MigrationIrCompletion","582e197f-aa1a-4a7c-8037-d9a0fe4ab64c","/Subscriptions/6b72781d-4550-419b-a56e-44055341a88e/resourceGroups/srcrg-ecy/providers/Microsoft.RecoveryServices/vaults/ecyapp0701vault/replicationJobs/582e197f-aa1a-4a7c-8037-d9a0fe4ab64c","Succeeded","Completed",,,,,
"6b72781d-4550-419b-a56e-44055341a88e","srcrg-ecy","ECYPROJ","testvm-cvm6",,"Replicating","Ready to migrate",,"None","None","MigrationIrCompletion","85b5f495-5199-48ea-9eec-7dd55a6f7e3f","/Subscriptions/6b72781d-4550-419b-a56e-44055341a88e/resourceGroups/srcrg-ecy/providers/Microsoft.RecoveryServices/vaults/ecyapp0701vault/replicationJobs/85b5f495-5199-48ea-9eec-7dd55a6f7e3f","Succeeded","Completed",,,,,
