"AZMIGRATEPROJECT_SUBSCRIPTION_ID","AZMIGRATEPROJECT_RESOURCE_GROUP_NAME","AZMIGRATEPROJECT_NAME","Machine","Exception"
"6b72781d-4550-419b-a56e-44055341a88e
","srcrg-ecy","ECYPROJ","testvm-cvm1","EXCEPTION PROCESSING ITEM"
