"AZMIGRATEPROJECT_SUBSCRIPTION_ID","AZMIGRATEPROJECT_RESOURCE_GROUP_NAME","AZMIGRATEPROJECT_NAME","Machine","Exception","AdditionalInformation"
"6b72781d-4550-419b-a56e-44055341a88e","srcrg-ecy","ECYPROJ","Scale-Win2k22",,"We cannot Update replication as either is it not configured in csv file OR the state of this machine replication is not suitable for running updates now: 'Scale-Win2k22'. Please Run AzMigrate_UpdateReplicationStatus.ps1 and look at the output csv file which may provide more details"
