"AZMIGRATEPROJECT_SUBSCRIPTION_ID","AZMIGRATEPROJECT_RESOURCE_GROUP_NAME","AZMIGRATEPROJECT_NAME","Machine","Exception","MIGRATION_STATE_FOR_REPLICATION","MIGRATION_STATE_DESCRIPTION_FOR_REPLICATION","INITIALREPLICATION_PROGRESS_PERCENTAGE","TEST_MIGRATE_STATE","TEST_MIGRATE_STATE_DESCRIPTION","LAST_JOB_SCENARIONAME","LAST_JOB_NAME","LAST_JOB_ID","LAST_JOB_STATE","LAST_JOB_STATE_DESCRIPTION","LAST_JOB_ERROR_CODE","LAST_JOB_ERROR_DESCRIPTION","LAST_JOB_ERROR_POSSIBLECAUSE","LAST_JOB_ERROR_RECOMMENDEDACTION","AdditionalInformation"
"6b72781d-4550-419b-a56e-44055341a88e","srcrg-ecy","ECYPROJ","testvm-cvm2",,"InitialSeedingInProgress","Initial replication",,"None","None","EnableMigration","6469c1d9-29bd-479d-94da-e8f32f1ebd5f","/Subscriptions/6b72781d-4550-419b-a56e-44055341a88e/resourceGroups/srcrg-ecy/providers/Microsoft.RecoveryServices/vaults/ecyapp0701vault/replicationJobs/6469c1d9-29bd-479d-94da-e8f32f1ebd5f","Succeeded","Completed",,,,,
"6b72781d-4550-419b-a56e-44055341a88e","srcrg-ecy","ECYPROJ","testvm-cvm6",,"InitialSeedingInProgress","Initial replication",,"None","None","EnableMigration","ac39c1b4-c21b-48d5-85d6-3ee7d20093e3","/Subscriptions/6b72781d-4550-419b-a56e-44055341a88e/resourceGroups/srcrg-ecy/providers/Microsoft.RecoveryServices/vaults/ecyapp0701vault/replicationJobs/ac39c1b4-c21b-48d5-85d6-3ee7d20093e3","Succeeded","Completed",,,,,
